stock_code,firm_name,industry,year,report_type,text_len,source_note
DEMO017,演示DEMO017股份有限公司,制造业,2023,年度报告,593,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO017,演示DEMO017股份有限公司,制造业,2024,年度报告,493,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO018,演示DEMO018股份有限公司,批发零售,2020,年度报告,531,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO018,演示DEMO018股份有限公司,批发零售,2021,年度报告,478,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO018,演示DEMO018股份有限公司,批发零售,2022,年度报告,439,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO018,演示DEMO018股份有限公司,批发零售,2023,年度报告,581,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO018,演示DEMO018股份有限公司,批发零售,2024,年度报告,524,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO019,演示DEMO019股份有限公司,房地产,2020,年度报告,426,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO019,演示DEMO019股份有限公司,房地产,2021,年度报告,389,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO019,演示DEMO019股份有限公司,房地产,2022,年度报告,413,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO019,演示DEMO019股份有限公司,房地产,2023,年度报告,356,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO019,演示DEMO019股份有限公司,房地产,2024,年度报告,447,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO020,演示DEMO020股份有限公司,农林牧渔,2020,年度报告,383,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO020,演示DEMO020股份有限公司,农林牧渔,2021,年度报告,430,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO020,演示DEMO020股份有限公司,农林牧渔,2022,年度报告,344,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO020,演示DEMO020股份有限公司,农林牧渔,2023,年度报告,376,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO020,演示DEMO020股份有限公司,农林牧渔,2024,年度报告,384,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO021,演示DEMO021股份有限公司,信息技术,2020,年度报告,862,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO021,演示DEMO021股份有限公司,信息技术,2021,年度报告,1030,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO021,演示DEMO021股份有限公司,信息技术,2022,年度报告,1240,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO021,演示DEMO021股份有限公司,信息技术,2023,年度报告,1062,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO021,演示DEMO021股份有限公司,信息技术,2024,年度报告,1063,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO022,演示DEMO022股份有限公司,制造业,2020,年度报告,602,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO022,演示DEMO022股份有限公司,制造业,2021,年度报告,595,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO022,演示DEMO022股份有限公司,制造业,2022,年度报告,597,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO022,演示DEMO022股份有限公司,制造业,2023,年度报告,557,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO022,演示DEMO022股份有限公司,制造业,2024,年度报告,614,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO023,演示DEMO023股份有限公司,批发零售,2020,年度报告,568,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO023,演示DEMO023股份有限公司,批发零售,2021,年度报告,437,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO023,演示DEMO023股份有限公司,批发零售,2022,年度报告,510,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO023,演示DEMO023股份有限公司,批发零售,2023,年度报告,799,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO023,演示DEMO023股份有限公司,批发零售,2024,年度报告,646,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO024,演示DEMO024股份有限公司,房地产,2020,年度报告,304,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO024,演示DEMO024股份有限公司,房地产,2021,年度报告,474,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO024,演示DEMO024股份有限公司,房地产,2022,年度报告,267,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO024,演示DEMO024股份有限公司,房地产,2023,年度报告,373,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO024,演示DEMO024股份有限公司,房地产,2024,年度报告,413,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO025,演示DEMO025股份有限公司,农林牧渔,2020,年度报告,311,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO025,演示DEMO025股份有限公司,农林牧渔,2021,年度报告,405,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO025,演示DEMO025股份有限公司,农林牧渔,2022,年度报告,359,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO025,演示DEMO025股份有限公司,农林牧渔,2023,年度报告,414,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO025,演示DEMO025股份有限公司,农林牧渔,2024,年度报告,386,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO026,演示DEMO026股份有限公司,信息技术,2020,年度报告,895,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO026,演示DEMO026股份有限公司,信息技术,2021,年度报告,721,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO026,演示DEMO026股份有限公司,信息技术,2022,年度报告,802,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO026,演示DEMO026股份有限公司,信息技术,2023,年度报告,1101,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO026,演示DEMO026股份有限公司,信息技术,2024,年度报告,944,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO027,演示DEMO027股份有限公司,制造业,2020,年度报告,521,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO027,演示DEMO027股份有限公司,制造业,2021,年度报告,441,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO027,演示DEMO027股份有限公司,制造业,2022,年度报告,625,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO027,演示DEMO027股份有限公司,制造业,2023,年度报告,537,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO027,演示DEMO027股份有限公司,制造业,2024,年度报告,630,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO028,演示DEMO028股份有限公司,批发零售,2020,年度报告,508,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO028,演示DEMO028股份有限公司,批发零售,2021,年度报告,549,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO028,演示DEMO028股份有限公司,批发零售,2022,年度报告,522,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO028,演示DEMO028股份有限公司,批发零售,2023,年度报告,672,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO028,演示DEMO028股份有限公司,批发零售,2024,年度报告,628,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO029,演示DEMO029股份有限公司,房地产,2020,年度报告,343,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO029,演示DEMO029股份有限公司,房地产,2021,年度报告,471,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO029,演示DEMO029股份有限公司,房地产,2022,年度报告,594,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO029,演示DEMO029股份有限公司,房地产,2023,年度报告,460,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO029,演示DEMO029股份有限公司,房地产,2024,年度报告,444,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO030,演示DEMO030股份有限公司,农林牧渔,2020,年度报告,470,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO030,演示DEMO030股份有限公司,农林牧渔,2021,年度报告,450,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO030,演示DEMO030股份有限公司,农林牧渔,2022,年度报告,534,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO030,演示DEMO030股份有限公司,农林牧渔,2023,年度报告,477,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO030,演示DEMO030股份有限公司,农林牧渔,2024,年度报告,346,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO031,演示DEMO031股份有限公司,信息技术,2020,年度报告,842,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO031,演示DEMO031股份有限公司,信息技术,2021,年度报告,705,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO031,演示DEMO031股份有限公司,信息技术,2022,年度报告,647,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO031,演示DEMO031股份有限公司,信息技术,2023,年度报告,922,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO031,演示DEMO031股份有限公司,信息技术,2024,年度报告,1052,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO032,演示DEMO032股份有限公司,制造业,2020,年度报告,929,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO032,演示DEMO032股份有限公司,制造业,2021,年度报告,780,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO032,演示DEMO032股份有限公司,制造业,2022,年度报告,1016,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO032,演示DEMO032股份有限公司,制造业,2023,年度报告,867,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO032,演示DEMO032股份有限公司,制造业,2024,年度报告,1035,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO033,演示DEMO033股份有限公司,批发零售,2020,年度报告,582,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO033,演示DEMO033股份有限公司,批发零售,2021,年度报告,608,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO033,演示DEMO033股份有限公司,批发零售,2022,年度报告,437,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO033,演示DEMO033股份有限公司,批发零售,2023,年度报告,603,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO033,演示DEMO033股份有限公司,批发零售,2024,年度报告,565,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO034,演示DEMO034股份有限公司,房地产,2020,年度报告,360,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO034,演示DEMO034股份有限公司,房地产,2021,年度报告,461,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO034,演示DEMO034股份有限公司,房地产,2022,年度报告,350,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO034,演示DEMO034股份有限公司,房地产,2023,年度报告,420,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO034,演示DEMO034股份有限公司,房地产,2024,年度报告,275,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO035,演示DEMO035股份有限公司,农林牧渔,2020,年度报告,437,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO035,演示DEMO035股份有限公司,农林牧渔,2021,年度报告,385,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO035,演示DEMO035股份有限公司,农林牧渔,2022,年度报告,338,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO035,演示DEMO035股份有限公司,农林牧渔,2023,年度报告,333,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO035,演示DEMO035股份有限公司,农林牧渔,2024,年度报告,572,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO036,演示DEMO036股份有限公司,信息技术,2020,年度报告,688,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO036,演示DEMO036股份有限公司,信息技术,2021,年度报告,656,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO036,演示DEMO036股份有限公司,信息技术,2022,年度报告,782,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO036,演示DEMO036股份有限公司,信息技术,2023,年度报告,810,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO036,演示DEMO036股份有限公司,信息技术,2024,年度报告,751,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO037,演示DEMO037股份有限公司,制造业,2020,年度报告,564,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO037,演示DEMO037股份有限公司,制造业,2021,年度报告,630,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO037,演示DEMO037股份有限公司,制造业,2022,年度报告,681,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO037,演示DEMO037股份有限公司,制造业,2023,年度报告,566,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO037,演示DEMO037股份有限公司,制造业,2024,年度报告,815,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO038,演示DEMO038股份有限公司,批发零售,2020,年度报告,490,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO038,演示DEMO038股份有限公司,批发零售,2021,年度报告,422,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO038,演示DEMO038股份有限公司,批发零售,2022,年度报告,409,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO038,演示DEMO038股份有限公司,批发零售,2023,年度报告,381,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO038,演示DEMO038股份有限公司,批发零售,2024,年度报告,497,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO039,演示DEMO039股份有限公司,房地产,2020,年度报告,366,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO039,演示DEMO039股份有限公司,房地产,2021,年度报告,356,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO039,演示DEMO039股份有限公司,房地产,2022,年度报告,428,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO039,演示DEMO039股份有限公司,房地产,2023,年度报告,461,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO039,演示DEMO039股份有限公司,房地产,2024,年度报告,554,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO040,演示DEMO040股份有限公司,农林牧渔,2020,年度报告,361,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO040,演示DEMO040股份有限公司,农林牧渔,2021,年度报告,420,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO040,演示DEMO040股份有限公司,农林牧渔,2022,年度报告,406,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO040,演示DEMO040股份有限公司,农林牧渔,2023,年度报告,488,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO040,演示DEMO040股份有限公司,农林牧渔,2024,年度报告,385,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO041,演示DEMO041股份有限公司,信息技术,2020,年度报告,734,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO041,演示DEMO041股份有限公司,信息技术,2021,年度报告,938,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO041,演示DEMO041股份有限公司,信息技术,2022,年度报告,959,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO041,演示DEMO041股份有限公司,信息技术,2023,年度报告,1021,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO041,演示DEMO041股份有限公司,信息技术,2024,年度报告,949,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO042,演示DEMO042股份有限公司,制造业,2020,年度报告,715,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO042,演示DEMO042股份有限公司,制造业,2021,年度报告,814,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO042,演示DEMO042股份有限公司,制造业,2022,年度报告,742,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO042,演示DEMO042股份有限公司,制造业,2023,年度报告,790,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO042,演示DEMO042股份有限公司,制造业,2024,年度报告,846,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO043,演示DEMO043股份有限公司,批发零售,2020,年度报告,486,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO043,演示DEMO043股份有限公司,批发零售,2021,年度报告,489,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO043,演示DEMO043股份有限公司,批发零售,2022,年度报告,538,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO043,演示DEMO043股份有限公司,批发零售,2023,年度报告,618,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO043,演示DEMO043股份有限公司,批发零售,2024,年度报告,566,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO044,演示DEMO044股份有限公司,房地产,2020,年度报告,369,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO044,演示DEMO044股份有限公司,房地产,2021,年度报告,429,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO044,演示DEMO044股份有限公司,房地产,2022,年度报告,475,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO044,演示DEMO044股份有限公司,房地产,2023,年度报告,530,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO044,演示DEMO044股份有限公司,房地产,2024,年度报告,426,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO045,演示DEMO045股份有限公司,农林牧渔,2020,年度报告,373,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO045,演示DEMO045股份有限公司,农林牧渔,2021,年度报告,297,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO045,演示DEMO045股份有限公司,农林牧渔,2022,年度报告,442,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO045,演示DEMO045股份有限公司,农林牧渔,2023,年度报告,390,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO045,演示DEMO045股份有限公司,农林牧渔,2024,年度报告,526,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO046,演示DEMO046股份有限公司,信息技术,2020,年度报告,814,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO046,演示DEMO046股份有限公司,信息技术,2021,年度报告,654,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO046,演示DEMO046股份有限公司,信息技术,2022,年度报告,634,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO046,演示DEMO046股份有限公司,信息技术,2023,年度报告,993,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO046,演示DEMO046股份有限公司,信息技术,2024,年度报告,686,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO047,演示DEMO047股份有限公司,制造业,2020,年度报告,531,脚本生成演示语料(step0_make_demo_corpus.py)
DEMO047,演示DEMO047股份有限公司,制造业,2021,年度报告,591,脚本生成演示语料(step0_make_demo_corpus.py)
